dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS  (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS  (B/S & RDT) TOTAL,20+  (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS  (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE  CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE  CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS  MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS  CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES  FEMALE,TOTAL CASES  MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,POPULATION IN 2014,POPULATION IN 2024,AREA(Km2),ANNUAL GROWTH RATE[Pt​=P0​×(1+r)t],TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold
OYAM,Oyam,"453,700",453700.0,OYAM,OYAM,OYAM,OYAM,OYAM,OYAM,Lango,Oyam District,374,365,739,41437,19199,60636,52122,18393,70515,17057,12821,29878,24524,22875,47399,374,365,739,41210,19113,60323,51625,18301,69926,24426,22774,47200,16988,12780,29768,207956,384,364,748,40123,18598,58721,50412,17931,68343,23926,22206,46132,16608,12472,29080,4905,8306,13211,135514,73653,209167,24898,23240,48138,383644.0,477464.0,2196.0,1.022118437,457023.1378,208.116183,2.2776,32.4467,455.02291415933644,OYAM,0.01478487199681692,0.54702028425382,0.225,1,False,0.24824975095366297,0.224,False,False
KOBOKO,Koboko,"258,000",258000.0,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,KOBOKO,West Nile,Koboko District,147,77,224,24358,13193,37551,27671,9987,37658,13634,10315,23949,17288,16074,33362,129,77,206,23418,12669,36087,25913,9707,35620,16555,15247,31802,13071,9838,22909,126624,129,78,207,22397,11970,34367,25151,9241,34392,15928,14752,30680,12479,9388,21867,1094,2663,3757,83098,49646,132744,17435,16151,33586,206495.0,271781.0,739.0,1.027852876,257251.0653,348.1069896,3.5237,31.0335,492.2195360098282,KOBOKO,0.09356404742947909,0.7220308834632602,0.162,1,False,0.5367088294420105,0.171,False,False
KIBUKU,Kibuku,"250,600",250600.0,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,KIBUKU,Bukedi,Kibuku District,23,14,37,38466,20760,59226,49529,12537,62066,30158,23841,53999,41573,37032,78605,23,14,37,38017,20473,58490,49084,12272,61356,41071,36627,77698,29787,23496,53283,250864,23,14,37,38331,20663,58994,49370,12345,61715,41394,36895,78289,30056,23730,53786,1950,4505,6455,159749,94184,253933,41596,37046,78642,202033.0,249441.0,484.0,1.021302871,239143.584,494.0983141,1.0453,33.7993,1049.009953785756,KIBUKU,0.8362558579803969,1.0625812428450714,0.121,1,False,0.4609404615523374,0.111,False,False
KWANIA,Kwania,"216,600",216600.0,APAC,APAC,APAC,KWANIA,KWANIA,KWANIA,Lango,Kwania District,24,15,39,17970,8772,26742,20622,7329,27951,8662,6653,15315,11870,10542,22412,24,14,38,17863,8753,26616,20441,7310,27751,11838,10539,22377,8653,6644,15297,92079,24,14,38,16535,8011,24546,18775,6554,25329,11065,9804,20869,7962,6142,14104,1186,2018,3204,59148,33311,92459,11894,10557,22451,183304.0,216125.0,1223.0,1.016607493,209121.3594,170.990482,1.9033,32.7633,440.3137023601426,KWANIA,0.0059940779385868285,0.8788522152278901,0.143,1,False,0.4238684062500661,0.133,False,False
NABILATUK,Nabilatuk,"89,700",89700.0,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NABILATUK,NABILATUK,NABILATUK,Karamoja,Nabilatuk District,3,8,11,3578,1826,5404,5296,1913,7209,2681,2225,4906,10475,8952,19427,3,8,11,3574,1819,5393,5294,1891,7185,10475,8950,19425,2680,2255,4935,36949,3,8,11,3574,1819,5393,5294,1891,7185,10474,8949,19423,2681,2255,4936,250,750,1000,22033,14924,36957,10478,8960,19438,68409.0,136785.0,1561.0,1.071747609,119084.0039,76.286998,2.091,34.5971,310.2767692546488,NABILATUK,-0.09781717944435493,-0.4466927914322738,0.246,2,False,0.24919981792287765,0.251,False,False
BUGWERI,Bugweri,"191,600",191600.0,IGANGA,IGANGA,IGANGA,BUGWERI,BUGWERI,BUGWERI,Busoga,Bugweri District,152,156,308,14011,8785,22796,22661,8979,31640,10479,8668,19147,13869,12502,26371,152,156,308,14045,8674,22719,22116,8772,30888,13568,12235,25803,10333,8557,18890,98608,159,164,323,13522,8514,22036,21601,8652,30253,13365,12077,25442,10127,8360,18487,908,1815,2723,61172,39090,100262,14021,12658,26679,164886.0,211511.0,302.0,1.025214919,201234.8171,666.340454,0.6116,33.5952,490.01460791448704,BUGWERI,0.016273728733033312,0.14637566469885738,0.369,1,False,0.09815213025558103,0.361,False,False
MADI OKOLLO,Madi Okollo,"164,200",164200.0,ARUA,ARUA,ARUA,ARUA,MADI OKOLLO,MADI-OKOLLO,West Nile,Madi-Okollo District,29,22,51,27089,17943,45032,27088,8405,35493,14879,11977,26856,16984,16772,33756,28,22,50,26921,17851,44772,27749,8332,36081,16892,16681,33573,14697,11888,26585,141061,28,22,50,28287,17935,46222,27187,8430,35617,16940,16685,33625,14881,11976,26857,1123,2377,3500,86069,55119,141188,17013,16794,33807,140188.0,178051.0,2048.0,1.024196666,169737.4611,82.87961966,2.8218,31.2168,831.0540235834835,MADI-OKOLLO,1.9227648253423917,4.133175924733446,0.001,1,True,1.5897284943424868,0.001,True,False
KARENGA,Karenga,"68,500",68500.0,KAABONG,KAABONG,KAABONG,KAABONG,KARENGA,KARENGA,Karamoja,Karenga District,2,1,3,5810,3762,9572,8350,3591,11941,2597,2140,4737,4906,4671,9577,1,1,2,5779,3744,9523,8231,3533,11764,4879,4564,9443,2589,2167,4756,35488,1,1,2,5460,3566,9026,7863,3412,11275,4675,4421,9096,2504,2027,4531,273,760,1033,21665,14165,35830,4908,4672,9580,51233.0,100375.0,25702.0,1.069565971,87742.58075,3.413842532,3.5691,33.6931,404.45584910607954,KARENGA,-0.015341633323472829,-0.2547065506712741,0.32,2,False,0.15774435250751548,0.324,False,False
NAMISINDWA,Namisindwa,"231,500",231500.0,MANAFWA,MANAFWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,NAMISINDWA,Bugisu,Namisindwa District,1,1,2,6906,4855,11761,11200,5959,17159,3993,3265,7258,5863,5133,10996,1,1,2,6653,4704,11357,10491,5627,16118,5529,4868,10397,3846,3205,7051,44925,1,1,2,6540,4543,11083,10302,5538,15840,5446,4830,10276,3764,3098,6862,1023,1449,2472,27963,19213,47176,5864,5134,10998,204281.0,257346.0,298.0,1.023361195,245730.7651,824.5998829,0.9054,34.3754,182.8220409508667,NAMISINDWA,0.05025740634795452,0.14099803127809207,0.499,3,False,-0.07017020061395232,0.496,False,False
BULAMBULI,Bulambuli,"230,600",230600.0,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,BULAMBULI,Bugisu,Bulambuli District,5,12,17,6948,4616,11564,10858,5593,16451,3283,2528,5811,4376,3968,8344,5,12,17,6507,4338,10845,10024,5176,15200,4095,3721,7816,3071,2383,5454,39332,5,12,17,6565,4300,10865,10078,5243,15321,4133,3758,7891,3088,2404,5492,418,878,1296,25470,16717,42187,4381,3980,8361,174513.0,235391.0,695.0,1.030377121,221716.2068,319.016125,1.4815,34.2866,177.39794743773328,BULAMBULI,0.3896923198132874,1.1576896800344207,0.079,3,False,-0.4945444412004712,0.097,False,False
NGORA,Ngora,"165,800",165800.0,NGORA,NGORA,NGORA,NGORA,NGORA,NGORA,Teso,Ngora District,8,3,11,15994,9847,25841,23139,10554,33693,8267,6194,14461,7859,6664,14523,8,3,11,15878,9797,25675,23084,10490,33574,7859,6575,14434,8267,6194,14461,88155,8,3,11,15764,9689,25453,22633,10258,32891,7642,6499,14141,8192,6140,14332,1366,2835,4201,55267,33262,88529,7867,6667,14534,141919.0,213777.0,640.0,1.041818448,196959.4809,307.7491889,1.4908,33.7518,447.57936808717494,NGORA,0.013086698655128558,0.7357947782846507,0.168,1,False,0.3575507712398379,0.162,False,False
KAPELEBYONG,Kapelebyong,"103,800",103800.0,AMURIA,AMURIA,AMURIA,KAPELEBYONG,KAPELEBYONG,KAPELEBYONG,Teso,Kapelebyong District,3,9,12,13315,6226,19541,15084,4585,19669,5247,3672,8919,4026,3682,7708,3,9,12,13310,6226,19536,15084,4585,19669,4026,3679,7705,5243,3672,8915,55837,3,9,12,13115,6165,19280,14671,4515,19186,3972,3640,7612,5188,3630,8818,537,1068,1605,37675,18174,55849,4029,3691,7720,87580.0,143536.0,1203.0,1.050644012,130031.8255,108.0896305,2.211,33.7518,429.41026002899576,KAPELEBYONG,-0.008483260809076357,-1.0049518620603024,0.135,2,False,0.4327518674835822,0.116,False,False
MOYO,Moyo,"109,500",109500.0,MOYO,MOYO,MOYO,MOYO,MOYO,MOYO,West Nile,Moyo District,71,105,176,23568,18465,42033,19495,8401,27896,12971,11226,24197,13105,13009,26114,71,102,173,21446,16607,38053,17247,7515,24762,12248,12048,24296,11684,10098,21782,109066,71,101,172,23883,17989,41872,18535,8095,26630,12672,12475,25147,12665,16969,29634,276,1046,1322,69210,51206,120416,13176,13114,26290,95951.0,109572.0,1072.0,1.013362919,106701.266,99.53476302,3.636,31.7651,1022.1621925273125,MOYO,5.481463017615741,5.271287535218023,0.001,1,True,3.0719934596522473,0.003,True,False
NTOROKO,Ntoroko,"76,000",76000.0,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,NTOROKO,Tooro,Ntoroko District,1,4,5,2750,2094,4844,3486,1888,5374,1750,1536,3286,1985,1790,3775,1,4,5,2736,2075,4811,3468,1872,5340,1966,1778,3744,1739,1532,3271,17171,1,4,5,2580,1967,4547,3353,1811,5164,1902,1722,3624,1671,1456,3127,54,139,193,9972,7312,17284,1986,1794,3780,67005.0,114858.0,1236.0,1.055371602,103121.7898,83.43186877,1.0125,30.3897,166.51185004936755,NTOROKO,0.16440568572025427,0.4706255357817037,0.323,3,False,-0.20403033562966288,0.355,False,False
BUNDIBUGYO,Bundibugyo,"263,800",263800.0,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,BUNDIBUGYO,Tooro,Bundibugyo District,27,26,53,24112,13528,37640,37753,18180,55933,14843,10860,25703,18800,16918,35718,25,26,51,24064,13480,37544,37823,18191,56014,18796,16908,35704,14845,10727,25572,154885,25,25,50,23795,13426,37221,37641,18094,55735,18723,16821,35544,14784,10786,25570,849,1526,2375,95535,59512,155047,18827,16944,35771,224387.0,264778.0,850.0,1.016689692,256156.3087,301.3603632,0.6852,0.0,604.650343323752,BUNDIBUGYO,-0.37399600759709944,-1.4939724518844117,0.029,4,True,-0.7123696321841301,0.043,False,True
KIRYANDONGO,Kiryandongo,"313,800",313800.0,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,KIRYANDONGO,Bunyoro,Kiryandongo District,69,33,102,18909,14961,33870,17032,7874,24906,10235,8361,18596,14136,13399,27535,62,24,86,18280,14592,32872,15929,7342,23271,13560,12939,26499,10744,8064,18808,101536,64,24,88,17988,14411,32399,15665,7327,22992,13279,12488,25767,9710,8021,17731,2649,3604,6253,60381,44628,105009,14205,13432,27637,266197.0,364872.0,3582.0,1.032033365,342572.9449,95.63733806,2.018,32.0837,296.39234945900125,KIRYANDONGO,-0.07010382062448885,-0.30239016616208336,0.306,2,False,0.15948398554879722,0.297,False,False
MITYANA,Mityana,"362,500",362500.0,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,MITYANA,North Central,Mityana District,41,20,61,25199,22196,47395,36693,23946,60639,15019,13701,28720,14765,13870,28635,15,13,28,21465,18923,40388,30385,19831,50216,12844,12028,24872,12911,11908,24819,140323,18,13,31,24513,21696,46209,35605,22857,58462,14393,13471,27864,14687,13399,28086,591,1857,2448,91717,73733,165450,14806,13890,28696,328964.0,407386.0,1525.0,1.021611499,390332.3578,255.9556444,0.4016,32.044,359.4962016238972,MITYANA,0.0025987728937343878,0.084082529619554,0.478,3,False,-0.012764514172514297,0.462,False,False
KYOTERA,Kyotera,"261,000",261000.0,RAKAI,RAKAI,KYOTERA,KYOTERA,KYOTERA,KYOTERA,South Central,Kyotera District,12,13,25,23013,20961,43974,24693,16515,41208,13196,11816,25012,10038,9569,19607,12,13,25,23013,20961,43974,24693,16515,41208,10040,9569,19609,13196,11814,25010,129826,12,13,25,23013,20961,43974,24693,16516,41209,10040,9568,19608,13196,11814,25010,346,1097,1443,70952,58874,129826,10050,9582,19632,239563.0,275917.0,1723.0,1.014228644,268229.6087,155.6759192,0.6359,31.5456,484.0106975110388,KYOTERA,-0.06588476957050687,-1.0406910156895228,0.114,4,False,-0.44002055391051087,0.139,False,False
GOMBA,Gomba,"173,800",173800.0,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,GOMBA,South Central,Gomba District,1,2,3,7088,5965,13053,8773,6346,15119,4161,3630,7791,3398,3060,6458,1,2,3,6500,5522,12022,7889,5589,13478,3115,2838,5953,3824,3365,7189,38645,1,2,3,6835,5771,12606,8519,6037,14556,3281,2975,6256,3991,3493,7484,156,686,842,23421,19003,42424,3399,3062,6461,159922.0,19912.0,1670.0,0.811933886,30204.63204,18.08660601,0.223,31.6739,1279.4395226805748,GOMBA,-1.089752072038865,-1.1387141221605241,0.098,4,False,-0.4085775537209532,0.115,False,False
RAKAI,Rakai,"317,700",317700.0,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,RAKAI,South Central,Rakai District,27,28,55,34506,27284,61790,32591,18299,50890,17961,15490,33451,13910,12982,26892,27,28,55,34304,27403,61707,32266,18073,50339,13867,12990,26857,17915,15469,33384,172342,27,28,55,33981,26854,60835,31915,17936,49851,13743,13922,27665,17739,15302,33041,399,1230,1629,98995,74083,173078,13937,13010,26947,276746.0,346885.0,1528.0,1.02284639,331561.9513,216.9908058,0.7083,31.3542,519.7882305984607,RAKAI,-0.10789005147771254,-0.8898961143242761,0.168,4,False,-0.41300575308731924,0.172,False,False
BUSHENYI,Bushenyi,"248,300",248300.0,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,BUSHENYI,Ankole,Bushenyi District,0,2,2,6711,6475,13186,8882,6236,15118,2752,2461,5213,2278,2192,4470,0,2,2,6503,6273,12776,8472,5990,14462,2161,2094,4255,2662,2381,5043,36538,0,2,2,6426,6202,12628,8425,5971,14396,2141,2071,4212,2625,2354,4979,71,349,420,20623,17366,37989,2278,2194,4472,234443.0,283392.0,845.0,1.019142779,272845.9571,322.8946238,0.4875,30.1127,133.9143903334751,BUSHENYI,0.9096570642540713,2.2522114017109396,0.001,3,True,-0.9840357582463157,0.001,False,True
ISINGIRO,Isingiro,"596,400",596400.0,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,ISINGIRO,Ankole,Isingiro District,923,852,1775,29730,23262,52992,45359,28736,74095,16844,12907,29751,18669,16802,35471,923,852,1775,28925,22870,51795,41327,24732,66059,16859,15145,32004,16127,12390,28517,180150,908,841,1749,29471,23077,52548,45094,28608,73702,18730,16847,35577,16761,12859,29620,433,1291,1724,111525,82559,194084,19592,17654,37246,486360.0,635077.0,2536.0,1.027038806,602077.8881,237.4124164,0.8435,30.8039,299.2137787496335,ISINGIRO,0.2818986140300403,1.5497845636693324,0.027,3,True,-0.6707958112859272,0.023,False,True
RWAMPARA,Rwampara,"144,600",144600.0,MBARARA,MBARARA,MBARARA,MBARARA,RWAMPARA,RWAMPARA,Ankole,Rwampara District,0,0,0,736,776,1512,1851,1242,3093,333,266,599,310,281,591,0,0,0,689,748,1437,1752,1187,2939,294,273,567,309,254,563,5506,0,0,0,660,724,1384,1678,1133,2811,287,261,548,301,247,548,20,67,87,3230,2565,5795,310,281,591,127725.0,162967.0,542.0,1.024666118,155215.4395,286.3753496,0.7476,30.482,35.47327519566763,RWAMPARA,1.131915977937818,1.8972872296912917,0.004,3,True,-0.9283283964041171,0.003,False,True
HOIMA,Hoima,"374,500",374500.0,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,HOIMA,Bunyoro,Hoima District,5,1,6,8009,5890,13899,8558,4701,13259,4653,3921,8574,6091,5465,11556,5,1,6,7971,5867,13838,8524,4640,13164,6065,5448,11513,4640,3894,8534,47055,4,1,5,7978,5869,13847,9039,4650,13689,6075,5439,11514,4647,3908,8555,1014,1774,2788,27316,19978,47294,6096,5466,11562,205432.0,257544.0,1341.0,1.022865037,246158.4611,183.5633565,1.6343,31.171,191.1573536401183,HOIMA,0.1725703691553037,0.527897984254904,0.301,3,False,-0.23410824271089548,0.326,False,False
KALAKI,Kalaki,"138,700",138700.0,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KABERAMAIDO,KALAKI,KALAKI,Teso,Kalaki District,13,12,25,15709,8681,24390,14927,4731,19658,8402,6810,15212,9215,8448,17663,13,12,25,15709,8681,24390,14927,4731,19658,9215,8448,17663,8402,6810,15212,76948,13,12,25,15706,8679,24385,14908,4726,19634,9212,8444,17656,8393,6804,15197,445,769,1214,48266,28682,76948,9228,8460,17688,109874.0,149736.0,658.0,1.031438004,140747.2665,213.9016208,0.0,0.0,546.7104400212277,KALAKI,0.15176196198505507,1.0424780893564038,0.123,1,False,0.44468350453555516,0.114,False,False
OBONGI,Obongi,"49,100",49100.0,MOYO,MOYO,MOYO,MOYO,OBONGI,OBONGI,West Nile,Obongi District,182,139,321,27732,18316,46048,18564,6591,25155,12295,10271,22566,14871,14695,29566,183,142,325,26061,16885,42946,16263,5879,22142,13842,13739,27581,11596,9691,21287,114281,183,139,322,25711,17066,42777,17272,5959,23231,14115,13922,28037,11418,9898,21316,3581,920,4501,73644,50012,123656,15053,14834,29887,43061.0,142983.0,837.0,1.127509032,112471.9814,134.3751272,3.4335,31.5827,1016.0841711640727,OBONGI,4.626170793899607,5.120763092457654,0.001,1,True,2.62099432771578,0.001,True,False
KAZO,Kazo,"217,600",217600.0,KIRUHURA,KIRUHURA,KIRUHURA,KIRUHURA,KAZO,KAZO,Ankole,Kazo District,40,30,70,17971,14527,32498,19758,12027,31785,8279,6960,15239,5705,5008,10713,40,30,70,17925,14485,32410,19663,11947,31610,5676,4981,10657,8254,6937,15191,89938,40,29,69,17582,14152,31734,19314,11750,31064,5544,4828,10372,8110,6824,14934,201,738,939,51753,38552,90305,5745,5038,10783,177054.0,208898.0,1558.0,1.016676661,202101.052,129.7182619,0.3576,32.5571,445.01500170320736,KAZO,-0.005997198244564567,-0.5248861789113991,0.316,4,False,-0.20879822366557405,0.334,False,False
ARUA,Terego,"233,700",233700.0,ARUA,ARUA,ARUA,ARUA,TEREGO,TEREGO,West Nile,Terego District,60,84,144,71062,31823,102885,49469,17145,66614,26526,21095,47621,32834,29734,62568,51,80,131,47157,30372,77529,43254,15577,58831,29884,27594,57478,25160,20188,45348,239317,50,79,129,46907,30141,77048,42628,15321,57949,30098,28072,58170,25021,20023,45044,1568,3905,5473,179951,99881,279832,32894,29818,62712,199303.0,323253.0,1200.0,1.049549371,293451.8275,244.5431896,3.171,31.1252,815.523972158599,TEREGO,-0.6923248098569121,-0.5755467062983872,0.287,4,False,-0.5833926791883647,0.287,False,False
ARUA,Arua,"517,300",517300.0,ARUA,ARUA,ARUA,ARUA,ARUA,ARUA,West Nile,Arua District,9,4,13,9252,5124,14376,6966,2872,9838,3969,3123,7092,3646,3368,7014,9,4,13,9180,5069,14249,6841,2815,9656,3601,3309,6910,3927,3059,6986,37814,9,4,13,8971,5000,13971,6843,2819,9662,3599,3303,6902,3883,3042,6925,219,437,656,23842,14491,38333,3655,3372,7027,133534.0,159722.0,800.0,1.018069175,154102.67,192.6283375,3.0018,30.9876,245.38186132660775,ARUA,-0.6923248098569121,-1.0423361115907672,0.087,2,False,1.172412028453422,0.072,False,False
